Device_ID,Timestamp,Device_Type,Battery_Level,Signal_Strength_dBm,Latency_ms,Data_Volume_MB,Local_Model_Accuracy,Privacy_Budget_Used,User_Heart_Rate,Location_X,Location_Y
DEV_04262,2025-01-03 23:02:00,AutonomousVehicle,19.12,-55.4,6.57,53.34,0.8663,3.13,74,506.87,962.28
DEV_04263,2025-01-03 23:03:00,Wearable,48.06,-67.7,8.029,49.53,0.7993,2.96,67,409.86,102.45
DEV_04264,2025-01-03 23:04:00,IndustrialController,21.42,-56.6,0.741,134.59,0.7387,2.35,64,949.93,541.72
DEV_04265,2025-01-03 23:05:00,SmartSensor,78.46,-72.0,9.953,84.89,0.847,1.23,79,609.21,881.95
DEV_04266,2025-01-03 23:06:00,AutonomousVehicle,68.05,-60.9,13.091,34.64,0.9332,2.77,79,712.56,13.85
DEV_04267,2025-01-03 23:07:00,SmartSensor,73.95,-45.7,3.597,28.65,0.8969,2.46,59,204.67,143.05
DEV_04268,2025-01-03 23:08:00,AutonomousVehicle,27.19,-51.4,4.77,58.55,0.8019,3.94,57,66.76,386.46
DEV_04269,2025-01-03 23:09:00,AutonomousVehicle,26.42,-56.7,7.264,5.38,0.7847,2.29,57,755.9,144.59
DEV_04270,2025-01-03 23:10:00,AutonomousVehicle,37.15,-62.4,5.652,81.82,0.7683,3.26,80,957.09,281.29
DEV_04271,2025-01-03 23:11:00,SmartSensor,27.75,-54.3,2.06,63.08,0.8813,3.11,70,139.11,551.85
DEV_04272,2025-01-03 23:12:00,SmartSensor,58.95,-50.9,1.283,53.42,0.7311,3.56,50,984.38,927.3
DEV_04273,2025-01-03 23:13:00,SmartSensor,26.61,-64.3,5.556,67.57,0.7449,1.28,90,453.95,736.96
DEV_04274,2025-01-03 23:14:00,Wearable,19.43,-74.1,1.395,19.24,0.8598,4.28,83,282.67,779.38
DEV_04275,2025-01-03 23:15:00,AutonomousVehicle,68.16,-59.0,4.941,24.61,0.854,4.17,76,59.65,473.2
DEV_04276,2025-01-03 23:16:00,AutonomousVehicle,81.58,-49.8,3.26,142.05,0.8698,1.86,75,667.53,639.78
DEV_04277,2025-01-03 23:17:00,IndustrialController,38.36,-56.2,8.68,44.81,0.7097,1.81,63,192.13,756.96
DEV_04278,2025-01-03 23:18:00,Wearable,52.82,-55.0,2.48,49.9,0.7968,2.58,73,829.48,685.85
DEV_04279,2025-01-03 23:19:00,Wearable,16.59,-37.2,4.282,15.68,0.7363,1.65,58,124.15,677.37
DEV_04280,2025-01-03 23:20:00,Wearable,26.0,-67.0,5.159,140.15,0.7217,0.17,72,649.93,135.41
DEV_04281,2025-01-03 23:21:00,Wearable,45.88,-57.5,1.543,18.83,0.9137,3.62,65,926.65,196.76
DEV_04282,2025-01-03 23:22:00,Wearable,35.62,-59.9,3.831,26.06,0.8279,3.83,85,739.69,183.11
DEV_04283,2025-01-03 23:23:00,IndustrialController,17.8,-54.0,5.711,0.18,0.9465,4.65,76,76.57,897.36
DEV_04284,2025-01-03 23:24:00,Wearable,50.15,-55.1,0.673,24.58,0.8541,0.39,58,983.22,113.63
DEV_04285,2025-01-03 23:25:00,IndustrialController,87.58,-48.4,4.556,43.2,0.9178,0.94,78,247.93,624.04
DEV_04286,2025-01-03 23:26:00,IndustrialController,53.87,-69.0,4.625,24.96,0.9484,4.81,69,109.27,807.88
DEV_04287,2025-01-03 23:27:00,SmartSensor,67.23,-63.6,1.822,69.13,0.7218,3.61,85,824.86,699.22
DEV_04288,2025-01-03 23:28:00,IndustrialController,38.54,-57.9,2.822,18.86,0.8609,0.95,60,36.88,851.46
DEV_04289,2025-01-03 23:29:00,IndustrialController,76.45,-58.6,5.447,81.92,0.9391,1.98,59,833.29,994.55
DEV_04290,2025-01-03 23:30:00,IndustrialController,13.33,-57.7,1.361,57.18,0.8494,2.68,75,277.27,641.59
DEV_04291,2025-01-03 23:31:00,AutonomousVehicle,67.71,-55.6,0.82,42.3,0.7967,4.68,83,860.13,280.93
DEV_04292,2025-01-03 23:32:00,Wearable,78.72,-65.7,7.139,61.14,0.8957,3.54,61,483.53,510.09
DEV_04293,2025-01-03 23:33:00,IndustrialController,72.41,-67.8,3.019,6.95,0.8074,0.23,91,211.14,141.68
DEV_04294,2025-01-03 23:34:00,SmartSensor,61.83,-60.4,2.087,67.33,0.8914,4.97,89,828.69,846.06
DEV_04295,2025-01-03 23:35:00,SmartSensor,26.62,-49.1,5.683,168.69,0.7101,4.72,59,312.43,119.51
DEV_04296,2025-01-03 23:36:00,AutonomousVehicle,11.01,-67.3,0.497,68.78,0.7054,1.23,83,231.99,696.46
DEV_04297,2025-01-03 23:37:00,AutonomousVehicle,75.34,-59.1,3.875,26.29,0.7088,4.63,72,369.24,85.87
DEV_04298,2025-01-03 23:38:00,AutonomousVehicle,41.17,-67.4,1.548,3.3,0.7526,1.88,80,762.21,770.36
DEV_04299,2025-01-03 23:39:00,Wearable,76.64,-57.0,6.646,66.31,0.8056,4.07,88,388.16,226.48
DEV_04300,2025-01-03 23:40:00,IndustrialController,68.05,-58.5,10.939,10.96,0.8681,1.62,73,724.17,873.21
DEV_04301,2025-01-03 23:41:00,Wearable,65.92,-54.3,4.558,8.15,0.9298,2.07,67,160.53,686.5
DEV_04302,2025-01-03 23:42:00,IndustrialController,24.85,-68.9,2.505,30.75,0.7795,1.38,69,273.96,36.51
DEV_04303,2025-01-03 23:43:00,Wearable,63.57,-51.9,2.633,30.24,0.8808,3.62,96,426.06,241.94
DEV_04304,2025-01-03 23:44:00,IndustrialController,93.26,-60.2,4.234,20.76,0.8414,3.32,67,231.78,914.05
DEV_04305,2025-01-03 23:45:00,Wearable,72.03,-56.0,1.387,19.16,0.7136,4.1,56,277.87,71.3
DEV_04306,2025-01-03 23:46:00,IndustrialController,84.02,-67.3,4.809,62.3,0.8508,3.01,67,315.12,986.16
DEV_04307,2025-01-03 23:47:00,IndustrialController,17.4,-69.0,5.056,10.46,0.8947,1.53,89,445.65,315.12
DEV_04308,2025-01-03 23:48:00,IndustrialController,53.81,-47.2,2.37,40.66,0.862,5.0,92,671.4,503.38
DEV_04309,2025-01-03 23:49:00,AutonomousVehicle,37.73,-78.0,2.021,7.65,0.8154,0.77,75,141.55,680.21
DEV_04310,2025-01-03 23:50:00,IndustrialController,83.13,-63.0,5.706,14.28,0.9309,0.35,72,715.96,394.83
DEV_04311,2025-01-03 23:51:00,AutonomousVehicle,58.36,-66.2,2.573,7.83,0.9494,1.83,42,558.95,532.98
DEV_04312,2025-01-03 23:52:00,IndustrialController,38.11,-59.8,7.559,37.19,0.7843,1.74,101,542.2,323.96
DEV_04313,2025-01-03 23:53:00,SmartSensor,46.93,-58.5,1.741,1.87,0.8073,1.74,76,878.47,618.41
DEV_04314,2025-01-03 23:54:00,Wearable,60.1,-96.1,2.688,51.71,0.7813,2.2,78,444.64,319.79
DEV_04315,2025-01-03 23:55:00,IndustrialController,31.15,-70.1,1.5,68.8,0.943,1.15,87,785.65,310.24
DEV_04316,2025-01-03 23:56:00,AutonomousVehicle,93.94,-45.6,0.351,8.37,0.9256,1.51,85,684.47,567.99
DEV_04317,2025-01-03 23:57:00,IndustrialController,19.9,-61.6,4.146,78.9,0.9439,3.57,73,289.88,682.88
DEV_04318,2025-01-03 23:58:00,SmartSensor,83.0,-45.7,3.012,11.61,0.7312,1.48,75,784.98,418.92
DEV_04319,2025-01-03 23:59:00,Wearable,20.55,-43.9,5.312,33.19,0.9482,2.99,83,39.39,488.81
DEV_04320,2025-01-04 00:00:00,SmartSensor,47.74,-57.4,2.592,5.44,0.8206,3.43,73,623.62,576.81
DEV_04321,2025-01-04 00:01:00,Wearable,89.38,-52.6,5.721,19.88,0.8858,0.81,54,497.78,346.7
DEV_04322,2025-01-04 00:02:00,SmartSensor,27.56,-78.8,2.178,5.62,0.7182,1.9,85,745.46,261.99
DEV_04323,2025-01-04 00:03:00,Wearable,29.42,-61.3,2.776,19.95,0.738,1.12,76,350.69,938.54
DEV_04324,2025-01-04 00:04:00,IndustrialController,59.92,-64.5,0.943,4.76,0.8228,1.22,76,800.93,92.65
DEV_04325,2025-01-04 00:05:00,Wearable,75.67,-59.7,6.085,9.68,0.92,3.7,84,559.99,892.0
DEV_04326,2025-01-04 00:06:00,Wearable,64.45,-46.2,2.99,45.07,0.7469,1.86,105,732.67,769.85
DEV_04327,2025-01-04 00:07:00,SmartSensor,29.63,-58.4,1.119,18.41,0.7346,1.41,75,622.43,985.29
DEV_04328,2025-01-04 00:08:00,SmartSensor,25.52,-59.3,2.228,1.66,0.7265,2.69,64,947.35,345.22
DEV_04329,2025-01-04 00:09:00,AutonomousVehicle,38.78,-56.5,7.049,0.48,0.7755,1.78,59,25.07,344.31
DEV_04330,2025-01-04 00:10:00,Wearable,25.59,-68.4,2.875,4.14,0.9324,2.24,75,353.15,950.34
DEV_04331,2025-01-04 00:11:00,Wearable,55.23,-66.1,2.343,212.33,0.8723,3.84,79,715.74,957.43
DEV_04332,2025-01-04 00:12:00,Wearable,87.8,-49.3,3.346,119.91,0.7936,0.49,75,523.55,777.41
DEV_04333,2025-01-04 00:13:00,AutonomousVehicle,39.06,-52.8,13.21,39.71,0.8895,4.56,72,223.16,18.34
DEV_04334,2025-01-04 00:14:00,IndustrialController,48.97,-61.9,12.437,28.13,0.8791,4.82,64,136.46,841.37
DEV_04335,2025-01-04 00:15:00,AutonomousVehicle,83.02,-51.2,0.883,158.2,0.7816,3.86,89,181.85,4.66
DEV_04336,2025-01-04 00:16:00,IndustrialController,11.56,-68.2,3.617,37.32,0.8898,4.28,83,398.04,426.04
DEV_04337,2025-01-04 00:17:00,Wearable,82.78,-54.0,2.897,72.77,0.7608,1.69,60,594.17,795.22
DEV_04338,2025-01-04 00:18:00,SmartSensor,15.39,-72.8,2.793,46.43,0.9014,4.3,76,626.98,763.68
DEV_04339,2025-01-04 00:19:00,SmartSensor,41.69,-50.1,5.578,124.29,0.7982,1.12,93,773.17,277.1
DEV_04340,2025-01-04 00:20:00,AutonomousVehicle,58.05,-67.4,4.471,79.08,0.874,4.49,67,45.05,606.43
DEV_04341,2025-01-04 00:21:00,AutonomousVehicle,41.97,-69.2,0.474,66.83,0.816,4.95,73,22.8,759.42
DEV_04342,2025-01-04 00:22:00,AutonomousVehicle,51.39,-69.8,6.293,52.64,0.7056,0.4,79,461.38,229.59
DEV_04343,2025-01-04 00:23:00,Wearable,33.58,-38.9,1.401,44.23,0.8643,0.49,58,158.76,347.67
DEV_04344,2025-01-04 00:24:00,AutonomousVehicle,60.96,-48.2,1.97,65.2,0.762,3.61,93,329.48,682.27
DEV_04345,2025-01-04 00:25:00,Wearable,74.49,-61.8,1.386,22.46,0.8201,2.89,79,492.9,150.0
DEV_04346,2025-01-04 00:26:00,AutonomousVehicle,81.46,-68.5,1.862,188.52,0.8819,2.03,83,732.27,43.45
DEV_04347,2025-01-04 00:27:00,SmartSensor,79.41,-53.6,1.209,172.07,0.873,4.54,95,839.48,119.1
DEV_04348,2025-01-04 00:28:00,Wearable,75.11,-54.1,9.125,8.79,0.8081,0.8,93,911.63,967.38
DEV_04349,2025-01-04 00:29:00,Wearable,23.89,-68.8,6.006,42.79,0.9056,3.87,88,11.7,566.23
DEV_04350,2025-01-04 00:30:00,AutonomousVehicle,66.29,-78.1,1.966,59.99,0.9445,0.76,82,510.93,453.19
DEV_04351,2025-01-04 00:31:00,SmartSensor,20.54,-74.0,3.99,47.09,0.791,0.95,74,355.12,700.29
DEV_04352,2025-01-04 00:32:00,Wearable,32.5,-56.2,2.168,44.56,0.8838,2.33,62,591.46,864.21
DEV_04353,2025-01-04 00:33:00,AutonomousVehicle,11.92,-38.5,5.574,175.17,0.8705,1.32,58,382.32,629.58
DEV_04354,2025-01-04 00:34:00,SmartSensor,52.98,-50.4,11.136,60.32,0.8648,2.13,71,434.99,474.16
DEV_04355,2025-01-04 00:35:00,AutonomousVehicle,44.6,-63.0,2.171,7.47,0.9167,2.83,83,878.78,642.55
DEV_04356,2025-01-04 00:36:00,IndustrialController,98.06,-48.2,3.611,0.41,0.9238,1.38,92,687.38,618.9
DEV_04357,2025-01-04 00:37:00,SmartSensor,80.45,-43.4,4.114,55.95,0.8224,4.66,56,42.69,814.59
DEV_04358,2025-01-04 00:38:00,IndustrialController,68.03,-62.1,5.829,50.26,0.7611,3.54,77,257.03,300.12
DEV_04359,2025-01-04 00:39:00,AutonomousVehicle,40.04,-70.1,0.507,68.98,0.8913,0.92,60,737.81,485.79
DEV_04360,2025-01-04 00:40:00,AutonomousVehicle,97.19,-58.3,3.969,45.46,0.8479,4.99,88,3.61,441.17
DEV_04361,2025-01-04 00:41:00,AutonomousVehicle,37.35,-87.2,2.074,102.32,0.8762,1.93,67,74.41,155.38
DEV_04362,2025-01-04 00:42:00,Wearable,91.18,-83.2,2.382,39.04,0.8624,3.84,63,50.69,838.98
DEV_04363,2025-01-04 00:43:00,SmartSensor,28.97,-43.2,0.774,147.42,0.8308,1.13,86,334.11,172.45
DEV_04364,2025-01-04 00:44:00,AutonomousVehicle,30.27,-64.8,14.469,41.47,0.7017,2.02,72,952.5,494.74
DEV_04365,2025-01-04 00:45:00,Wearable,55.57,-69.7,16.513,0.14,0.922,0.89,78,772.12,338.66
DEV_04366,2025-01-04 00:46:00,AutonomousVehicle,88.42,-42.6,1.747,4.06,0.8913,4.49,52,588.17,146.58
DEV_04367,2025-01-04 00:47:00,IndustrialController,60.13,-78.9,1.702,62.63,0.8454,2.79,61,826.11,230.75
DEV_04368,2025-01-04 00:48:00,SmartSensor,99.79,-71.9,4.852,14.75,0.7879,1.78,58,410.38,136.03
DEV_04369,2025-01-04 00:49:00,Wearable,85.1,-58.7,0.409,53.3,0.7052,4.75,93,906.7,602.89
DEV_04370,2025-01-04 00:50:00,AutonomousVehicle,98.63,-49.2,4.74,188.73,0.7346,3.23,85,109.47,710.26
DEV_04371,2025-01-04 00:51:00,SmartSensor,75.55,-56.7,1.545,76.74,0.8312,0.7,96,499.36,505.19
DEV_04372,2025-01-04 00:52:00,AutonomousVehicle,90.1,-64.2,4.273,34.08,0.8434,4.84,83,402.31,147.68
DEV_04373,2025-01-04 00:53:00,IndustrialController,88.02,-69.1,13.248,108.49,0.8148,2.91,80,453.0,481.22
DEV_04374,2025-01-04 00:54:00,SmartSensor,19.83,-42.2,7.287,82.05,0.8631,4.05,52,796.48,959.93
DEV_04375,2025-01-04 00:55:00,IndustrialController,22.59,-71.4,4.145,11.57,0.7294,4.95,74,646.98,282.17
DEV_04376,2025-01-04 00:56:00,SmartSensor,57.53,-45.9,5.262,76.67,0.93,3.74,73,544.07,931.71
DEV_04377,2025-01-04 00:57:00,Wearable,14.38,-71.1,7.299,3.49,0.923,4.26,74,688.13,202.68
DEV_04378,2025-01-04 00:58:00,Wearable,63.28,-40.9,2.443,14.33,0.7414,4.05,73,982.02,946.39
DEV_04379,2025-01-04 00:59:00,SmartSensor,21.18,-73.2,4.741,11.7,0.8301,2.36,53,818.42,990.53
DEV_04380,2025-01-04 01:00:00,Wearable,68.38,-48.0,1.041,178.97,0.8789,1.9,55,62.42,599.0
DEV_04381,2025-01-04 01:01:00,Wearable,81.2,-58.2,0.6,38.12,0.7044,1.95,63,199.53,438.17
DEV_04382,2025-01-04 01:02:00,Wearable,97.78,-68.3,3.516,1.92,0.7345,3.73,92,102.87,632.44
DEV_04383,2025-01-04 01:03:00,SmartSensor,78.55,-58.5,2.833,32.69,0.7952,1.71,74,613.87,663.56
DEV_04384,2025-01-04 01:04:00,IndustrialController,84.96,-52.5,5.706,90.16,0.7038,2.82,96,833.5,868.97
DEV_04385,2025-01-04 01:05:00,SmartSensor,78.72,-65.3,5.435,44.73,0.7882,1.0,77,656.91,490.09
DEV_04386,2025-01-04 01:06:00,IndustrialController,19.74,-72.4,11.892,5.66,0.8134,0.51,90,24.91,387.33
DEV_04387,2025-01-04 01:07:00,SmartSensor,30.03,-50.9,2.184,57.88,0.8832,0.94,93,86.22,958.8
DEV_04388,2025-01-04 01:08:00,SmartSensor,82.56,-48.4,0.969,13.9,0.8023,4.65,69,504.09,496.03
DEV_04389,2025-01-04 01:09:00,Wearable,39.3,-28.1,1.807,8.63,0.946,3.16,106,618.69,852.58
DEV_04390,2025-01-04 01:10:00,SmartSensor,73.34,-50.4,6.204,31.13,0.7816,1.5,84,457.63,776.5
DEV_04391,2025-01-04 01:11:00,IndustrialController,72.19,-63.4,5.302,41.17,0.7435,3.4,72,127.32,736.29
DEV_04392,2025-01-04 01:12:00,SmartSensor,23.44,-49.9,3.501,12.37,0.7917,4.92,67,712.44,412.46
DEV_04393,2025-01-04 01:13:00,IndustrialController,38.31,-69.8,1.773,93.24,0.9117,2.34,83,175.43,329.82
DEV_04394,2025-01-04 01:14:00,IndustrialController,50.0,-48.8,4.852,26.49,0.9051,0.59,80,220.8,321.69
DEV_04395,2025-01-04 01:15:00,IndustrialController,56.25,-49.8,1.161,15.07,0.7071,4.27,82,466.67,331.44
DEV_04396,2025-01-04 01:16:00,IndustrialController,37.9,-37.4,1.276,70.39,0.9329,4.13,71,668.49,924.78
DEV_04397,2025-01-04 01:17:00,IndustrialController,26.65,-38.7,5.454,37.47,0.83,2.48,77,12.68,388.26
DEV_04398,2025-01-04 01:18:00,AutonomousVehicle,53.82,-46.3,3.785,60.65,0.7449,1.04,59,757.12,584.69
DEV_04399,2025-01-04 01:19:00,IndustrialController,17.43,-58.3,2.661,2.57,0.8299,0.68,95,504.77,458.68
DEV_04400,2025-01-04 01:20:00,IndustrialController,59.86,-68.8,2.267,0.55,0.8451,4.89,69,738.4,873.77
DEV_04401,2025-01-04 01:21:00,SmartSensor,69.53,-55.4,3.454,15.08,0.8125,0.88,87,735.03,978.96
DEV_04402,2025-01-04 01:22:00,IndustrialController,40.34,-58.8,10.825,23.15,0.921,0.66,68,170.28,526.45
DEV_04403,2025-01-04 01:23:00,SmartSensor,11.56,-59.0,3.18,70.47,0.884,3.05,74,727.51,983.33
DEV_04404,2025-01-04 01:24:00,AutonomousVehicle,15.22,-53.0,3.688,46.26,0.9065,4.65,84,414.57,432.28
DEV_04405,2025-01-04 01:25:00,SmartSensor,52.5,-68.0,4.047,5.26,0.8207,3.38,66,67.72,162.82
DEV_04406,2025-01-04 01:26:00,Wearable,28.45,-64.7,4.035,17.09,0.8452,2.42,83,799.9,210.22
DEV_04407,2025-01-04 01:27:00,AutonomousVehicle,23.06,-67.6,1.288,45.43,0.7307,0.87,82,310.71,946.25
DEV_04408,2025-01-04 01:28:00,SmartSensor,42.39,-68.7,3.601,39.62,0.9073,4.25,71,986.28,432.77
DEV_04409,2025-01-04 01:29:00,AutonomousVehicle,42.35,-50.1,4.362,85.42,0.9145,2.21,86,115.89,660.3
DEV_04410,2025-01-04 01:30:00,SmartSensor,74.16,-57.9,7.206,12.03,0.7371,4.85,68,395.84,892.64
DEV_04411,2025-01-04 01:31:00,IndustrialController,56.22,-54.7,4.631,104.3,0.7228,1.22,63,538.09,248.67
DEV_04412,2025-01-04 01:32:00,IndustrialController,17.74,-59.6,0.651,125.85,0.9232,4.48,91,351.8,714.11
DEV_04413,2025-01-04 01:33:00,SmartSensor,26.15,-70.1,7.802,46.7,0.7802,1.68,77,242.84,299.4
DEV_04414,2025-01-04 01:34:00,AutonomousVehicle,77.24,-48.3,2.306,8.83,0.8889,0.22,79,762.55,508.95
DEV_04415,2025-01-04 01:35:00,AutonomousVehicle,83.21,-35.8,2.065,37.44,0.8058,1.72,67,279.15,876.12
DEV_04416,2025-01-04 01:36:00,SmartSensor,25.37,-42.0,5.575,7.1,0.7442,2.54,86,736.66,172.25
DEV_04417,2025-01-04 01:37:00,SmartSensor,67.35,-61.6,3.275,137.88,0.7196,1.45,62,324.41,40.73
DEV_04418,2025-01-04 01:38:00,SmartSensor,85.62,-60.1,5.423,85.81,0.7155,1.8,70,154.05,590.28
DEV_04419,2025-01-04 01:39:00,SmartSensor,91.18,-57.5,3.224,25.06,0.7774,3.99,74,985.9,875.74
DEV_04420,2025-01-04 01:40:00,SmartSensor,94.87,-49.0,5.361,33.84,0.895,1.35,79,966.24,300.34
DEV_04421,2025-01-04 01:41:00,SmartSensor,60.45,-70.8,5.893,20.0,0.9215,3.84,84,918.52,393.7
DEV_04422,2025-01-04 01:42:00,Wearable,80.36,-56.5,0.937,14.88,0.9049,2.06,65,605.61,306.48
DEV_04423,2025-01-04 01:43:00,IndustrialController,90.82,-47.2,3.303,41.38,0.8881,1.44,90,15.51,931.82
DEV_04424,2025-01-04 01:44:00,IndustrialController,11.54,-39.5,3.528,89.5,0.8553,2.24,67,962.16,477.31
DEV_04425,2025-01-04 01:45:00,SmartSensor,16.79,-72.5,2.157,30.34,0.9132,3.63,75,432.6,666.24
DEV_04426,2025-01-04 01:46:00,Wearable,68.7,-28.9,0.346,41.49,0.8537,0.19,73,828.08,694.13
DEV_04427,2025-01-04 01:47:00,Wearable,63.14,-58.5,1.535,60.78,0.7028,0.73,82,652.64,265.3
DEV_04428,2025-01-04 01:48:00,SmartSensor,79.02,-52.7,4.46,154.76,0.8961,1.9,76,272.02,383.29
DEV_04429,2025-01-04 01:49:00,IndustrialController,91.42,-47.0,3.047,107.04,0.7295,0.68,54,748.74,387.9
DEV_04430,2025-01-04 01:50:00,Wearable,63.03,-64.6,7.769,97.64,0.8488,4.16,69,757.65,69.22
DEV_04431,2025-01-04 01:51:00,IndustrialController,52.35,-66.6,6.47,46.9,0.7243,3.62,69,341.09,404.15
DEV_04432,2025-01-04 01:52:00,SmartSensor,94.07,-67.0,5.769,33.74,0.735,4.59,72,620.43,507.44
DEV_04433,2025-01-04 01:53:00,SmartSensor,49.34,-40.7,2.349,12.41,0.9441,3.29,64,2.34,257.96
DEV_04434,2025-01-04 01:54:00,SmartSensor,93.05,-66.3,6.969,272.88,0.7975,4.1,93,822.32,534.36
DEV_04435,2025-01-04 01:55:00,SmartSensor,92.13,-59.8,1.626,8.9,0.8772,3.23,84,290.24,959.25
DEV_04436,2025-01-04 01:56:00,IndustrialController,45.68,-74.5,6.116,113.89,0.7135,2.51,90,570.46,375.64
DEV_04437,2025-01-04 01:57:00,Wearable,58.9,-66.4,1.084,45.56,0.7422,2.54,60,366.0,372.41
DEV_04438,2025-01-04 01:58:00,AutonomousVehicle,41.92,-69.9,2.151,0.44,0.8689,0.67,70,936.49,508.32
DEV_04439,2025-01-04 01:59:00,IndustrialController,59.96,-70.9,1.474,80.21,0.7457,3.68,80,204.27,558.31
DEV_04440,2025-01-04 02:00:00,Wearable,24.26,-55.1,1.48,39.55,0.8678,4.03,82,353.96,224.57
DEV_04441,2025-01-04 02:01:00,AutonomousVehicle,88.09,-77.6,6.815,54.13,0.9174,2.36,59,900.78,746.59
DEV_04442,2025-01-04 02:02:00,Wearable,22.27,-50.0,2.282,29.6,0.8506,0.73,81,130.01,285.22
DEV_04443,2025-01-04 02:03:00,IndustrialController,14.37,-56.8,4.114,142.84,0.7362,0.35,83,685.96,671.2
DEV_04444,2025-01-04 02:04:00,SmartSensor,98.62,-76.5,5.327,57.43,0.8441,1.09,89,66.29,138.05
DEV_04445,2025-01-04 02:05:00,Wearable,18.64,-56.9,5.754,4.74,0.8429,0.37,74,113.42,494.81
DEV_04446,2025-01-04 02:06:00,IndustrialController,99.15,-60.8,9.044,84.36,0.8399,2.13,71,879.36,171.86
DEV_04447,2025-01-04 02:07:00,IndustrialController,73.07,-48.9,2.117,11.71,0.911,3.99,69,823.78,183.71
DEV_04448,2025-01-04 02:08:00,Wearable,68.79,-57.2,5.556,11.07,0.7578,3.33,75,623.81,978.28
DEV_04449,2025-01-04 02:09:00,AutonomousVehicle,41.43,-71.9,3.304,37.31,0.7582,4.91,65,299.46,58.11
DEV_04450,2025-01-04 02:10:00,SmartSensor,44.32,-54.6,2.856,45.52,0.8462,3.47,82,326.39,250.7
DEV_04451,2025-01-04 02:11:00,Wearable,53.29,-41.0,3.129,63.97,0.8776,4.02,50,569.22,30.5
DEV_04452,2025-01-04 02:12:00,IndustrialController,21.65,-51.4,4.991,24.55,0.704,0.11,96,583.07,776.14
DEV_04453,2025-01-04 02:13:00,AutonomousVehicle,26.17,-70.5,0.63,18.81,0.8044,0.49,88,417.44,759.0
DEV_04454,2025-01-04 02:14:00,IndustrialController,79.18,-60.7,13.111,2.69,0.9447,3.95,79,367.6,986.06
DEV_04455,2025-01-04 02:15:00,AutonomousVehicle,82.78,-53.8,6.526,37.98,0.7006,1.79,59,543.16,960.55
DEV_04456,2025-01-04 02:16:00,SmartSensor,58.55,-64.6,4.907,3.16,0.9147,2.57,75,803.99,947.96
DEV_04457,2025-01-04 02:17:00,Wearable,16.08,-45.6,2.772,59.68,0.845,1.54,68,860.77,174.72
DEV_04458,2025-01-04 02:18:00,SmartSensor,37.87,-79.2,2.218,2.55,0.7164,4.76,74,495.03,116.66
DEV_04459,2025-01-04 02:19:00,IndustrialController,56.6,-58.0,5.241,0.63,0.8929,2.96,66,892.86,216.1
DEV_04460,2025-01-04 02:20:00,IndustrialController,97.44,-59.1,2.152,171.83,0.9048,4.52,98,473.39,779.28
DEV_04461,2025-01-04 02:21:00,Wearable,18.47,-63.5,4.211,8.27,0.9371,3.46,90,28.94,877.85
DEV_04462,2025-01-04 02:22:00,Wearable,12.85,-62.6,6.05,5.09,0.755,2.54,84,844.86,510.18
DEV_04463,2025-01-04 02:23:00,Wearable,85.08,-64.6,8.906,27.8,0.7594,4.68,57,689.76,665.05
DEV_04464,2025-01-04 02:24:00,AutonomousVehicle,29.23,-61.1,5.393,7.06,0.9117,2.49,86,657.35,686.74
DEV_04465,2025-01-04 02:25:00,SmartSensor,10.06,-55.6,1.545,6.28,0.7096,3.95,50,927.29,993.33
DEV_04466,2025-01-04 02:26:00,SmartSensor,35.43,-58.0,3.164,11.19,0.9389,2.81,81,348.44,133.93
DEV_04467,2025-01-04 02:27:00,Wearable,80.41,-61.5,7.74,9.68,0.8276,2.74,71,998.93,774.56
DEV_04468,2025-01-04 02:28:00,SmartSensor,88.39,-74.3,0.25,24.65,0.8219,4.87,72,767.14,851.19
DEV_04469,2025-01-04 02:29:00,AutonomousVehicle,14.25,-62.6,1.755,105.67,0.937,1.27,82,985.76,379.24
DEV_04470,2025-01-04 02:30:00,SmartSensor,70.41,-66.6,5.052,62.0,0.7126,0.55,79,292.77,103.3
DEV_04471,2025-01-04 02:31:00,IndustrialController,99.59,-71.9,1.426,66.39,0.8982,1.86,73,455.51,551.11
DEV_04472,2025-01-04 02:32:00,Wearable,33.0,-50.3,3.529,26.88,0.7158,1.59,88,628.51,689.39
DEV_04473,2025-01-04 02:33:00,SmartSensor,99.82,-71.7,4.376,16.37,0.8036,0.48,67,805.06,523.85
DEV_04474,2025-01-04 02:34:00,IndustrialController,12.58,-45.9,4.341,75.34,0.8255,3.96,66,379.85,191.13
DEV_04475,2025-01-04 02:35:00,SmartSensor,92.79,-54.2,13.14,6.88,0.923,4.03,46,416.83,88.03
DEV_04476,2025-01-04 02:36:00,IndustrialController,46.91,-75.6,8.287,72.77,0.75,1.89,71,91.13,258.38
DEV_04477,2025-01-04 02:37:00,IndustrialController,29.8,-72.8,3.818,16.2,0.8099,3.69,99,178.85,649.07
DEV_04478,2025-01-04 02:38:00,SmartSensor,17.8,-52.4,4.226,32.6,0.9214,1.54,85,407.67,804.96
DEV_04479,2025-01-04 02:39:00,IndustrialController,69.8,-69.6,5.726,24.12,0.92,1.14,69,570.22,585.81
DEV_04480,2025-01-04 02:40:00,IndustrialController,25.78,-60.6,4.886,102.77,0.8351,2.3,70,631.17,648.08
DEV_04481,2025-01-04 02:41:00,IndustrialController,66.39,-69.9,2.84,4.24,0.9307,0.99,86,723.53,331.97
